Radius(pc) TotalMass DiskMass BulgeMass 
16612.00 170431088416.93 133529719232.86 26361633059.69 
16613.00 170435552174.41 133533812015.52 26361635661.35 
16614.00 170440015275.13 133537904171.05 26361638262.08 
16615.00 170444477719.18 133541995699.52 26361640861.86 
16616.00 170448939506.62 133546086601.01 26361643460.71 
16617.00 170453400637.55 133550176875.60 26361646058.63 
16618.00 170457861112.04 133554266523.36 26361648655.60 
16619.00 170462320930.17 133558355544.37 26361651251.65 
16620.00 170466780092.03 133562443938.71 26361653846.75 
16621.00 170471238597.70 133566531706.46 26361656440.92 
16622.00 170475696447.24 133570618847.69 26361659034.16 
16623.00 170480153640.76 133574705362.48 26361661626.46 
16624.00 170484610178.32 133578791250.92 26361664217.83 
16625.00 170489066060.00 133582876513.07 26361666808.27 
16626.00 170493521285.90 133586961149.02 26361669397.77 
16627.00 170497975856.08 133591045158.84 26361671986.34 
16628.00 170502429770.63 133595128542.61 26361674573.98 
16629.00 170506883029.63 133599211300.41 26361677160.68 
16630.00 170511335633.15 133603293432.31 26361679746.46 
16631.00 170515787581.29 133607374938.40 26361682331.30 
16632.00 170520238874.12 133611455818.75 26361684915.21 
16633.00 170524689511.71 133615536073.44 26361687498.19 
16634.00 170529139494.16 133619615702.54 26361690080.24 
16635.00 170533588821.54 133623694706.14 26361692661.36 
16636.00 170538037493.93 133627773084.31 26361695241.55 
16637.00 170542485511.42 133631850837.13 26361697820.82 
16638.00 170546932874.07 133635927964.67 26361700399.15 
16639.00 170551379581.98 133640004467.02 26361702976.55 
16640.00 170555825635.23 133644080344.25 26361705553.03 
16641.00 170560271033.89 133648155596.44 26361708128.58 
16642.00 170564715778.04 133652230223.67 26361710703.20 
16643.00 170569159867.77 133656304226.01 26361713276.90 
16644.00 170573603303.15 133660377603.55 26361715849.66 
16645.00 170578046084.27 133664450356.35 26361718421.51 
16646.00 170582488211.21 133668522484.51 26361720992.42 
16647.00 170586929684.04 133672593988.08 26361723562.41 
16648.00 170591370502.85 133676664867.16 26361726131.48 
16649.00 170595810667.72 133680735121.82 26361728699.62 
16650.00 170600250178.72 133684804752.14 26361731266.83 
16651.00 170604689035.95 133688873758.19 26361733833.13 
16652.00 170609127239.47 133692942140.06 26361736398.50 
16653.00 170613564789.37 133697009897.81 26361738962.94 
16654.00 170618001685.73 133701077031.54 26361741526.46 
16655.00 170622437928.63 133705143541.31 26361744089.06 
16656.00 170626873518.15 133709209427.20 26361746650.74 
16657.00 170631308454.38 133713274689.29 26361749211.49 
16658.00 170635742737.38 133717339327.66 26361751771.33 
16659.00 170640176367.24 133721403342.38 26361754330.24 
16660.00 170644609344.05 133725466733.54 26361756888.23 
16661.00 170649041667.88 133729529501.21 26361759445.30 
16662.00 170653473338.81 133733591645.47 26361762001.45 
16663.00 170657904356.93 133737653166.39 26361764556.69 
16664.00 170662334722.31 133741714064.06 26361767111.00 
16665.00 170666764435.03 133745774338.54 26361769664.39 
16666.00 170671193495.17 133749833989.93 26361772216.87 
16667.00 170675621902.82 133753893018.29 26361774768.42 
16668.00 170680049658.06 133757951423.70 26361777319.06 
16669.00 170684476760.96 133762009206.25 26361779868.78 
16670.00 170688903211.60 133766066366.00 26361782417.58 
16671.00 170693329010.07 133770122903.04 26361784965.47 
16672.00 170697754156.45 133774178817.44 26361787512.44 
16673.00 170702178650.81 133778234109.28 26361790058.49 
16674.00 170706602493.24 133782288778.64 26361792603.63 
16675.00 170711025683.82 133786342825.59 26361795147.85 
16676.00 170715448222.62 133790396250.22 26361797691.16 
16677.00 170719870109.73 133794449052.60 26361800233.55 
16678.00 170724291345.23 133798501232.80 26361802775.03 
16679.00 170728711929.20 133802552790.91 26361805315.60 
16680.00 170733131861.71 133806603727.01 26361807855.25 
16681.00 170737551142.86 133810654041.16 26361810393.98 
16682.00 170741969772.71 133814703733.45 26361812931.81 
16683.00 170746387751.35 133818752803.96 26361815468.72 
16684.00 170750805078.86 133822801252.76 26361818004.72 
16685.00 170755221755.32 133826849079.92 26361820539.81 
16686.00 170759637780.81 133830896285.54 26361823073.98 
16687.00 170764053155.42 133834942869.68 26361825607.25 
16688.00 170768467879.21 133838988832.42 26361828139.60 
16689.00 170772881952.27 133843034173.85 26361830671.04 
16690.00 170777295374.69 133847078894.03 26361833201.58 
16691.00 170781708146.53 133851122993.04 26361835731.20 
16692.00 170786120267.89 133855166470.97 26361838259.92 
16693.00 170790531738.84 133859209327.88 26361840787.72 
16694.00 170794942559.46 133863251563.86 26361843314.62 
16695.00 170799352729.83 133867293178.99 26361845840.61 
16696.00 170803762250.04 133871334173.34 26361848365.69 
16697.00 170808171120.15 133875374546.98 26361850889.86 
16698.00 170812579340.27 133879414300.00 26361853413.12 
16699.00 170816986910.45 133883453432.48 26361855935.48 
16700.00 170821393830.79 133887491944.49 26361858456.93 
16701.00 170825800101.36 133891529836.10 26361860977.48 
16702.00 170830205722.24 133895567107.40 26361863497.12 
16703.00 170834610693.52 133899603758.47 26361866015.85 
16704.00 170839015015.27 133903639789.37 26361868533.68 
16705.00 170843418687.58 133907675200.20 26361871050.61 
16706.00 170847821710.52 133911709991.01 26361873566.63 
16707.00 170852224084.18 133915744161.90 26361876081.74 
16708.00 170856625808.63 133919777712.94 26361878595.95 
16709.00 170861026883.96 133923810644.21 26361881109.26 
16710.00 170865427310.24 133927842955.78 26361883621.67 
16711.00 170869827087.55 133931874647.73 26361886133.17 
16712.00 170874226215.99 133935905720.15 26361888643.77 
16713.00 170878624695.61 133939936173.10 26361891153.47 
16714.00 170883022526.52 133943966006.66 26361893662.27 
16715.00 170887419708.78 133947995220.91 26361896170.16 
16716.00 170891816242.47 133952023815.94 26361898677.16 
16717.00 170896212127.68 133956051791.81 26361901183.25 
16718.00 170900607364.49 133960079148.60 26361903688.44 
16719.00 170905001952.98 133964105886.39 26361906192.74 
16720.00 170909395893.22 133968132005.26 26361908696.13 
16721.00 170913789185.30 133972157505.28 26361911198.63 
16722.00 170918181829.29 133976182386.54 26361913700.22 
16723.00 170922573825.28 133980206649.11 26361916200.92 
16724.00 170926965173.35 133984230293.06 26361918700.72 
16725.00 170931355873.58 133988253318.48 26361921199.62 
16726.00 170935745926.04 133992275725.44 26361923697.63 
16727.00 170940135330.82 133996297514.02 26361926194.73 
16728.00 170944524088.00 134000318684.29 26361928690.95 
16729.00 170948912197.66 134004339236.34 26361931186.26 
16730.00 170953299659.87 134008359170.24 26361933680.68 
16731.00 170957686474.73 134012378486.07 26361936174.20 
16732.00 170962072642.30 134016397183.90 26361938666.83 
16733.00 170966458162.66 134020415263.81 26361941158.56 
16734.00 170970843035.91 134024432725.88 26361943649.40 
16735.00 170975227262.11 134028449570.19 26361946139.34 
16736.00 170979610841.35 134032465796.82 26361948628.39 
16737.00 170983993773.71 134036481405.83 26361951116.55 
16738.00 170988376059.27 134040496397.32 26361953603.81 
16739.00 170992757698.11 134044510771.35 26361956090.18 
16740.00 170997138690.30 134048524528.00 26361958575.66 
16741.00 171001519035.94 134052537667.35 26361961060.24 
16742.00 171005898735.09 134056550189.49 26361963543.93 
16743.00 171010277787.84 134060562094.47 26361966026.73 
16744.00 171014656194.27 134064573382.39 26361968508.64 
16745.00 171019033954.45 134068584053.31 26361970989.66 
16746.00 171023411068.48 134072594107.33 26361973469.79 
16747.00 171027787536.42 134076603544.50 26361975949.03 
16748.00 171032163358.37 134080612364.92 26361978427.38 
16749.00 171036538534.39 134084620568.66 26361980904.84 
16750.00 171040913064.57 134088628155.79 26361983381.41 
16751.00 171045286948.99 134092635126.39 26361985857.09 
16752.00 171049660187.72 134096641480.54 26361988331.89 
16753.00 171054032780.86 134100647218.32 26361990805.79 
16754.00 171058404728.47 134104652339.80 26361993278.81 
16755.00 171062776030.64 134108656845.07 26361995750.94 
16756.00 171067146687.45 134112660734.19 26361998222.18 
16757.00 171071516698.98 134116664007.24 26362000692.54 
16758.00 171075886065.31 134120666664.31 26362003162.01 
16759.00 171080254786.52 134124668705.47 26362005630.60 
16760.00 171084622862.68 134128670130.80 26362008098.29 
16761.00 171088990293.89 134132670940.37 26362010565.11 
16762.00 171093357080.21 134136671134.26 26362013031.04 
16763.00 171097723221.73 134140670712.55 26362015496.08 
16764.00 171102088718.53 134144669675.31 26362017960.24 
16765.00 171106453570.68 134148668022.63 26362020423.52 
16766.00 171110817778.28 134152665754.58 26362022885.91 
16767.00 171115181341.39 134156662871.23 26362025347.42 
16768.00 171119544260.10 134160659372.67 26362027808.04 
16769.00 171123906534.49 134164655258.97 26362030267.79 
16770.00 171128268164.63 134168650530.20 26362032726.65 
16771.00 171132629150.61 134172645186.46 26362035184.63 
16772.00 171136989492.51 134176639227.80 26362037641.72 
16773.00 171141349190.41 134180632654.32 26362040097.94 
16774.00 171145708244.39 134184625466.08 26362042553.28 
16775.00 171150066654.52 134188617663.16 26362045007.73 
16776.00 171154424420.89 134192609245.64 26362047461.31 
16777.00 171158781543.58 134196600213.61 26362049914.00 
16778.00 171163138022.66 134200590567.13 26362052365.82 
16779.00 171167493858.23 134204580306.27 26362054816.76 
16780.00 171171849050.34 134208569431.13 26362057266.82 
16781.00 171176203599.10 134212557941.78 26362059715.99 
16782.00 171180557504.57 134216545838.29 26362062164.30 
16783.00 171184910766.84 134220533120.73 26362064611.72 
16784.00 171189263385.98 134224519789.20 26362067058.27 
16785.00 171193615362.08 134228505843.76 26362069503.94 
16786.00 171197966695.22 134232491284.49 26362071948.73 
16787.00 171202317385.47 134236476111.47 26362074392.65 
16788.00 171206667432.92 134240460324.78 26362076835.69 
16789.00 171211016837.64 134244443924.49 26362079277.85 
16790.00 171215365599.72 134248426910.67 26362081719.14 
16791.00 171219713719.23 134252409283.42 26362084159.55 
16792.00 171224061196.26 134256391042.80 26362086599.09 
16793.00 171228408030.88 134260372188.89 26362089037.76 
16794.00 171232754223.18 134264352721.76 26362091475.55 
16795.00 171237099773.23 134268332641.51 26362093912.47 
16796.00 171241444681.12 134272311948.19 26362096348.51 
16797.00 171245788946.92 134276290641.89 26362098783.68 
16798.00 171250132570.71 134280268722.69 26362101217.98 
16799.00 171254475552.58 134284246190.66 26362103651.41 
16800.00 171258817892.60 134288223045.88 26362106083.96 
16801.00 171263159590.86 134292199288.43 26362108515.64 
16802.00 171267500647.43 134296174918.38 26362110946.46 
16803.00 171271841062.39 134300149935.81 26362113376.40 
16804.00 171276180835.82 134304124340.80 26362115805.47 
16805.00 171280519967.81 134308098133.42 26362118233.67 
16806.00 171284858458.42 134312071313.76 26362120661.00 
16807.00 171289196307.75 134316043881.89 26362123087.46 
16808.00 171293533515.88 134320015837.88 26362125513.05 
16809.00 171297870082.87 134323987181.81 26362127937.77 
16810.00 171302206008.81 134327957913.76 26362130361.62 
16811.00 171306541293.79 134331928033.81 26362132784.61 
16812.00 171310875937.87 134335897542.03 26362135206.72 
16813.00 171315209941.15 134339866438.51 26362137627.97 
16814.00 171319543303.70 134343834723.31 26362140048.36 
16815.00 171323876025.59 134347802396.51 26362142467.87 
16816.00 171328208106.92 134351769458.20 26362144886.52 
16817.00 171332539547.75 134355735908.44 26362147304.30 
16818.00 171336870348.18 134359701747.32 26362149721.22 
16819.00 171341200508.27 134363666974.91 26362152137.27 
16820.00 171345530028.11 134367631591.29 26362154552.46 
16821.00 171349858907.78 134371595596.54 26362156966.78 
16822.00 171354187147.36 134375558990.73 26362159380.23 
16823.00 171358514746.92 134379521773.94 26362161792.83 
16824.00 171362841706.55 134383483946.24 26362164204.55 
16825.00 171367168026.33 134387445507.72 26362166615.42 
16826.00 171371493706.34 134391406458.45 26362169025.42 
16827.00 171375818746.65 134395366798.51 26362171434.56 
16828.00 171380143147.35 134399326527.97 26362173842.84 
16829.00 171384466908.51 134403285646.91 26362176250.25 
16830.00 171388790030.22 134407244155.41 26362178656.80 
16831.00 171393112512.56 134411202053.55 26362181062.49 
16832.00 171397434355.59 134415159341.39 26362183467.32 
16833.00 171401755559.42 134419116019.03 26362185871.29 
16834.00 171406076124.10 134423072086.53 26362188274.40 
16835.00 171410396049.74 134427027543.97 26362190676.65 
16836.00 171414715336.39 134430982391.44 26362193078.03 
16837.00 171419033984.15 134434936628.99 26362195478.56 
16838.00 171423351993.09 134438890256.72 26362197878.23 
16839.00 171427669363.29 134442843274.70 26362200277.04 
16840.00 171431986094.83 134446795683.01 26362202674.99 
16841.00 171436302187.79 134450747481.72 26362205072.09 
16842.00 171440617642.26 134454698670.91 26362207468.32 
16843.00 171444932458.31 134458649250.66 26362209863.70 
16844.00 171449246636.01 134462599221.04 26362212258.22 
16845.00 171453560175.46 134466548582.14 26362214651.89 
16846.00 171457873076.72 134470497334.02 26362217044.70 
16847.00 171462185339.89 134474445476.76 26362219436.65 
16848.00 171466496965.03 134478393010.45 26362221827.74 
16849.00 171470807952.23 134482339935.15 26362224217.98 
16850.00 171475118301.57 134486286250.95 26362226607.37 
16851.00 171479428013.13 134490231957.92 26362228995.90 
16852.00 171483737086.98 134494177056.14 26362231383.57 
16853.00 171488045523.21 134498121545.68 26362233770.39 
16854.00 171492353321.90 134502065426.62 26362236156.36 
16855.00 171496660483.12 134506008699.05 26362238541.48 
16856.00 171500967006.96 134509951363.03 26362240925.74 
16857.00 171505272893.49 134513893418.64 26362243309.14 
16858.00 171509578142.79 134517834865.96 26362245691.70 
16859.00 171513882754.95 134521775705.07 26362248073.40 
16860.00 171518186730.05 134525715936.04 26362250454.25 
16861.00 171522490068.15 134529655558.95 26362252834.25 
16862.00 171526792769.35 134533594573.87 26362255213.40 
16863.00 171531094833.72 134537532980.89 26362257591.70 
16864.00 171535396261.34 134541470780.07 26362259969.15 
16865.00 171539697052.29 134545407971.51 26362262345.74 
16866.00 171543997206.65 134549344555.26 26362264721.49 
16867.00 171548296724.51 134553280531.42 26362267096.39 
16868.00 171552595605.93 134557215900.05 26362269470.43 
16869.00 171556893851.00 134561150661.24 26362271843.63 
16870.00 171561191459.80 134565084815.05 26362274215.98 
16871.00 171565488432.41 134569018361.58 26362276587.49 
16872.00 171569784768.90 134572951300.88 26362278958.14 
16873.00 171574080469.36 134576883633.05 26362281327.95 
16874.00 171578375533.87 134580815358.15 26362283696.90 
16875.00 171582669962.51 134584746476.27 26362286065.02 
16876.00 171586963755.35 134588676987.47 26362288432.28 
16877.00 171591256912.47 134592606891.85 26362290798.70 
16878.00 171595549433.96 134596536189.46 26362293164.28 
16879.00 171599841319.89 134600464880.40 26362295529.00 
16880.00 171604132570.35 134604392964.74 26362297892.89 
16881.00 171608423185.40 134608320442.54 26362300255.92 
16882.00 171612713165.14 134612247313.90 26362302618.12 
16883.00 171617002509.65 134616173578.89 26362304979.46 
16884.00 171621291218.99 134620099237.58 26362307339.97 
