Radius(pc) TotalMass DiskMass BulgeMass 
52328.00 199598913601.59 157891222042.80 26369474416.42 
52329.00 199598956739.70 157891228563.59 26369474416.70 
52330.00 199598999874.60 157891235083.16 26369474416.98 
52331.00 199599043006.30 157891241601.50 26369474417.27 
52332.00 199599086134.79 157891248118.62 26369474417.55 
52333.00 199599129260.09 157891254634.51 26369474417.83 
52334.00 199599172382.18 157891261149.19 26369474418.12 
52335.00 199599215501.07 157891267662.63 26369474418.40 
52336.00 199599258616.76 157891274174.86 26369474418.68 
52337.00 199599301729.25 157891280685.86 26369474418.96 
52338.00 199599344838.54 157891287195.64 26369474419.25 
52339.00 199599387944.63 157891293704.20 26369474419.53 
52340.00 199599431047.51 157891300211.54 26369474419.81 
52341.00 199599474147.20 157891306717.65 26369474420.10 
52342.00 199599517243.69 157891313222.55 26369474420.38 
52343.00 199599560336.98 157891319726.22 26369474420.66 
52344.00 199599603427.08 157891326228.67 26369474420.94 
52345.00 199599646513.97 157891332729.90 26369474421.23 
52346.00 199599689597.67 157891339229.91 26369474421.51 
52347.00 199599732678.17 157891345728.69 26369474421.79 
52348.00 199599775755.47 157891352226.26 26369474422.07 
52349.00 199599818829.58 157891358722.61 26369474422.36 
52350.00 199599861900.49 157891365217.74 26369474422.64 
52351.00 199599904968.21 157891371711.65 26369474422.92 
52352.00 199599948032.72 157891378204.34 26369474423.20 
52353.00 199599991094.05 157891384695.81 26369474423.48 
52354.00 199600034152.18 157891391186.06 26369474423.77 
52355.00 199600077207.11 157891397675.09 26369474424.05 
52356.00 199600120258.85 157891404162.91 26369474424.33 
52357.00 199600163307.40 157891410649.50 26369474424.61 
52358.00 199600206352.75 157891417134.88 26369474424.89 
52359.00 199600249394.91 157891423619.04 26369474425.17 
52360.00 199600292433.88 157891430101.98 26369474425.46 
52361.00 199600335469.66 157891436583.71 26369474425.74 
52362.00 199600378502.24 157891443064.22 26369474426.02 
52363.00 199600421531.63 157891449543.51 26369474426.30 
52364.00 199600464557.83 157891456021.59 26369474426.58 
52365.00 199600507580.84 157891462498.45 26369474426.86 
52366.00 199600550600.66 157891468974.09 26369474427.14 
52367.00 199600593617.29 157891475448.52 26369474427.43 
52368.00 199600636630.73 157891481921.73 26369474427.71 
52369.00 199600679640.98 157891488393.72 26369474427.99 
52370.00 199600722648.04 157891494864.50 26369474428.27 
52371.00 199600765651.91 157891501334.07 26369474428.55 
52372.00 199600808652.59 157891507802.42 26369474428.83 
52373.00 199600851650.09 157891514269.56 26369474429.11 
52374.00 199600894644.40 157891520735.48 26369474429.39 
52375.00 199600937635.52 157891527200.19 26369474429.67 
52376.00 199600980623.45 157891533663.68 26369474429.95 
52377.00 199601023608.20 157891540125.96 26369474430.24 
52378.00 199601066589.76 157891546587.03 26369474430.52 
52379.00 199601109568.13 157891553046.89 26369474430.80 
52380.00 199601152543.32 157891559505.53 26369474431.08 
52381.00 199601195515.32 157891565962.96 26369474431.36 
52382.00 199601238484.14 157891572419.17 26369474431.64 
52383.00 199601281449.77 157891578874.18 26369474431.92 
52384.00 199601324412.22 157891585327.97 26369474432.20 
52385.00 199601367371.48 157891591780.55 26369474432.48 
52386.00 199601410327.57 157891598231.92 26369474432.76 
52387.00 199601453280.46 157891604682.08 26369474433.04 
52388.00 199601496230.18 157891611131.02 26369474433.32 
52389.00 199601539176.71 157891617578.76 26369474433.60 
52390.00 199601582120.06 157891624025.28 26369474433.88 
52391.00 199601625060.23 157891630470.60 26369474434.16 
52392.00 199601667997.22 157891636914.70 26369474434.44 
52393.00 199601710931.02 157891643357.60 26369474434.72 
52394.00 199601753861.65 157891649799.28 26369474435.00 
52395.00 199601796789.09 157891656239.75 26369474435.28 
52396.00 199601839713.36 157891662679.02 26369474435.56 
52397.00 199601882634.44 157891669117.08 26369474435.84 
52398.00 199601925552.35 157891675553.92 26369474436.12 
52399.00 199601968467.08 157891681989.56 26369474436.40 
52400.00 199602011378.63 157891688424.00 26369474436.68 
52401.00 199602054287.00 157891694857.22 26369474436.96 
52402.00 199602097192.19 157891701289.23 26369474437.23 
52403.00 199602140094.20 157891707720.04 26369474437.51 
52404.00 199602182993.04 157891714149.64 26369474437.79 
52405.00 199602225888.70 157891720578.03 26369474438.07 
52406.00 199602268781.18 157891727005.22 26369474438.35 
52407.00 199602311670.49 157891733431.20 26369474438.63 
52408.00 199602354556.62 157891739855.97 26369474438.91 
52409.00 199602397439.58 157891746279.53 26369474439.19 
52410.00 199602440319.36 157891752701.89 26369474439.47 
52411.00 199602483195.96 157891759123.05 26369474439.75 
52412.00 199602526069.40 157891765543.00 26369474440.02 
52413.00 199602568939.65 157891771961.74 26369474440.30 
52414.00 199602611806.74 157891778379.28 26369474440.58 
52415.00 199602654670.65 157891784795.61 26369474440.86 
52416.00 199602697531.38 157891791210.74 26369474441.14 
52417.00 199602740388.95 157891797624.66 26369474441.42 
52418.00 199602783243.34 157891804037.38 26369474441.70 
52419.00 199602826094.56 157891810448.89 26369474441.97 
52420.00 199602868942.61 157891816859.20 26369474442.25 
52421.00 199602911787.49 157891823268.31 26369474442.53 
52422.00 199602954629.19 157891829676.21 26369474442.81 
52423.00 199602997467.73 157891836082.92 26369474443.09 
52424.00 199603040303.09 157891842488.41 26369474443.37 
52425.00 199603083135.29 157891848892.71 26369474443.64 
52426.00 199603125964.31 157891855295.80 26369474443.92 
52427.00 199603168790.17 157891861697.69 26369474444.20 
52428.00 199603211612.86 157891868098.38 26369474444.48 
52429.00 199603254432.38 157891874497.87 26369474444.76 
52430.00 199603297248.73 157891880896.15 26369474445.03 
52431.00 199603340061.91 157891887293.24 26369474445.31 
52432.00 199603382871.92 157891893689.12 26369474445.59 
52433.00 199603425678.77 157891900083.80 26369474445.87 
52434.00 199603468482.45 157891906477.28 26369474446.14 
52435.00 199603511282.97 157891912869.56 26369474446.42 
52436.00 199603554080.32 157891919260.64 26369474446.70 
52437.00 199603596874.50 157891925650.52 26369474446.98 
52438.00 199603639665.52 157891932039.20 26369474447.25 
52439.00 199603682453.37 157891938426.68 26369474447.53 
52440.00 199603725238.06 157891944812.96 26369474447.81 
52441.00 199603768019.58 157891951198.05 26369474448.09 
52442.00 199603810797.94 157891957581.93 26369474448.36 
52443.00 199603853573.14 157891963964.61 26369474448.64 
52444.00 199603896345.17 157891970346.10 26369474448.92 
52445.00 199603939114.04 157891976726.39 26369474449.19 
52446.00 199603981879.74 157891983105.48 26369474449.47 
52447.00 199604024642.29 157891989483.37 26369474449.75 
52448.00 199604067401.67 157891995860.07 26369474450.02 
52449.00 199604110157.89 157892002235.57 26369474450.30 
52450.00 199604152910.95 157892008609.87 26369474450.58 
52451.00 199604195660.85 157892014982.97 26369474450.85 
52452.00 199604238407.59 157892021354.88 26369474451.13 
52453.00 199604281151.17 157892027725.59 26369474451.41 
52454.00 199604323891.58 157892034095.10 26369474451.68 
52455.00 199604366628.84 157892040463.42 26369474451.96 
52456.00 199604409362.94 157892046830.54 26369474452.24 
52457.00 199604452093.88 157892053196.47 26369474452.51 
52458.00 199604494821.67 157892059561.20 26369474452.79 
52459.00 199604537546.29 157892065924.74 26369474453.07 
52460.00 199604580267.76 157892072287.08 26369474453.34 
52461.00 199604622986.06 157892078648.23 26369474453.62 
52462.00 199604665701.22 157892085008.18 26369474453.89 
52463.00 199604708413.21 157892091366.94 26369474454.17 
52464.00 199604751122.05 157892097724.51 26369474454.45 
52465.00 199604793827.73 157892104080.88 26369474454.72 
52466.00 199604836530.26 157892110436.05 26369474455.00 
52467.00 199604879229.63 157892116790.04 26369474455.27 
52468.00 199604921925.85 157892123142.83 26369474455.55 
52469.00 199604964618.91 157892129494.43 26369474455.83 
52470.00 199605007308.81 157892135844.84 26369474456.10 
52471.00 199605049995.57 157892142194.05 26369474456.38 
52472.00 199605092679.17 157892148542.07 26369474456.65 
52473.00 199605135359.61 157892154888.90 26369474456.93 
52474.00 199605178036.91 157892161234.54 26369474457.20 
52475.00 199605220711.05 157892167578.98 26369474457.48 
52476.00 199605263382.04 157892173922.24 26369474457.75 
52477.00 199605306049.87 157892180264.30 26369474458.03 
52478.00 199605348714.56 157892186605.18 26369474458.30 
52479.00 199605391376.09 157892192944.86 26369474458.58 
52480.00 199605434034.48 157892199283.35 26369474458.85 
52481.00 199605476689.71 157892205620.65 26369474459.13 
52482.00 199605519341.79 157892211956.77 26369474459.40 
52483.00 199605561990.72 157892218291.69 26369474459.68 
52484.00 199605604636.51 157892224625.42 26369474459.95 
52485.00 199605647279.14 157892230957.97 26369474460.23 
52486.00 199605689918.63 157892237289.32 26369474460.50 
52487.00 199605732554.96 157892243619.49 26369474460.78 
52488.00 199605775188.15 157892249948.47 26369474461.05 
52489.00 199605817818.19 157892256276.25 26369474461.33 
52490.00 199605860445.09 157892262602.86 26369474461.60 
52491.00 199605903068.83 157892268928.27 26369474461.88 
52492.00 199605945689.43 157892275252.49 26369474462.15 
52493.00 199605988306.89 157892281575.53 26369474462.43 
52494.00 199606030921.19 157892287897.38 26369474462.70 
52495.00 199606073532.35 157892294218.05 26369474462.97 
52496.00 199606116140.37 157892300537.52 26369474463.25 
52497.00 199606158745.24 157892306855.81 26369474463.52 
52498.00 199606201346.97 157892313172.92 26369474463.80 
52499.00 199606243945.55 157892319488.84 26369474464.07 
52500.00 199606286540.99 157892325803.57 26369474464.35 
52501.00 199606329133.28 157892332117.11 26369474464.62 
52502.00 199606371722.43 157892338429.48 26369474464.89 
52503.00 199606414308.44 157892344740.65 26369474465.17 
52504.00 199606456891.31 157892351050.64 26369474465.44 
52505.00 199606499471.03 157892357359.45 26369474465.71 
52506.00 199606542047.61 157892363667.07 26369474465.99 
52507.00 199606584621.05 157892369973.51 26369474466.26 
52508.00 199606627191.35 157892376278.76 26369474466.54 
52509.00 199606669758.51 157892382582.83 26369474466.81 
52510.00 199606712322.53 157892388885.71 26369474467.08 
52511.00 199606754883.41 157892395187.42 26369474467.36 
52512.00 199606797441.14 157892401487.93 26369474467.63 
52513.00 199606839995.74 157892407787.27 26369474467.90 
52514.00 199606882547.20 157892414085.42 26369474468.18 
52515.00 199606925095.52 157892420382.39 26369474468.45 
52516.00 199606967640.70 157892426678.18 26369474468.72 
52517.00 199607010182.74 157892432972.79 26369474469.00 
52518.00 199607052721.65 157892439266.21 26369474469.27 
52519.00 199607095257.42 157892445558.45 26369474469.54 
52520.00 199607137790.05 157892451849.51 26369474469.81 
52521.00 199607180319.54 157892458139.39 26369474470.09 
52522.00 199607222845.90 157892464428.09 26369474470.36 
52523.00 199607265369.12 157892470715.61 26369474470.63 
52524.00 199607307889.21 157892477001.95 26369474470.91 
52525.00 199607350406.16 157892483287.10 26369474471.18 
52526.00 199607392919.98 157892489571.08 26369474471.45 
52527.00 199607435430.66 157892495853.88 26369474471.72 
52528.00 199607477938.20 157892502135.49 26369474472.00 
52529.00 199607520442.62 157892508415.93 26369474472.27 
52530.00 199607562943.90 157892514695.19 26369474472.54 
52531.00 199607605442.04 157892520973.27 26369474472.81 
52532.00 199607647937.05 157892527250.17 26369474473.09 
52533.00 199607690428.93 157892533525.89 26369474473.36 
52534.00 199607732917.68 157892539800.44 26369474473.63 
52535.00 199607775403.30 157892546073.80 26369474473.90 
52536.00 199607817885.78 157892552345.99 26369474474.18 
52537.00 199607860365.14 157892558617.00 26369474474.45 
52538.00 199607902841.36 157892564886.83 26369474474.72 
52539.00 199607945314.45 157892571155.49 26369474474.99 
52540.00 199607987784.41 157892577422.96 26369474475.26 
52541.00 199608030251.24 157892583689.27 26369474475.53 
52542.00 199608072714.94 157892589954.39 26369474475.81 
52543.00 199608115175.52 157892596218.34 26369474476.08 
52544.00 199608157632.96 157892602481.11 26369474476.35 
52545.00 199608200087.28 157892608742.71 26369474476.62 
52546.00 199608242538.46 157892615003.13 26369474476.89 
52547.00 199608284986.52 157892621262.37 26369474477.16 
52548.00 199608327431.45 157892627520.44 26369474477.44 
52549.00 199608369873.26 157892633777.34 26369474477.71 
52550.00 199608412311.94 157892640033.06 26369474477.98 
52551.00 199608454747.49 157892646287.60 26369474478.25 
52552.00 199608497179.91 157892652540.98 26369474478.52 
52553.00 199608539609.21 157892658793.17 26369474478.79 
52554.00 199608582035.39 157892665044.20 26369474479.06 
52555.00 199608624458.44 157892671294.04 26369474479.34 
52556.00 199608666878.36 157892677542.72 26369474479.61 
52557.00 199608709295.16 157892683790.22 26369474479.88 
52558.00 199608751708.84 157892690036.55 26369474480.15 
52559.00 199608794119.39 157892696281.71 26369474480.42 
52560.00 199608836526.82 157892702525.69 26369474480.69 
52561.00 199608878931.12 157892708768.50 26369474480.96 
52562.00 199608921332.30 157892715010.14 26369474481.23 
52563.00 199608963730.36 157892721250.61 26369474481.50 
52564.00 199609006125.30 157892727489.91 26369474481.77 
52565.00 199609048517.12 157892733728.03 26369474482.04 
52566.00 199609090905.81 157892739964.98 26369474482.31 
52567.00 199609133291.39 157892746200.77 26369474482.58 
52568.00 199609175673.84 157892752435.38 26369474482.85 
52569.00 199609218053.18 157892758668.82 26369474483.13 
52570.00 199609260429.39 157892764901.09 26369474483.40 
52571.00 199609302802.48 157892771132.19 26369474483.67 
52572.00 199609345172.46 157892777362.12 26369474483.94 
52573.00 199609387539.31 157892783590.88 26369474484.21 
52574.00 199609429903.05 157892789818.47 26369474484.48 
52575.00 199609472263.67 157892796044.89 26369474484.75 
52576.00 199609514621.17 157892802270.14 26369474485.02 
52577.00 199609556975.55 157892808494.22 26369474485.29 
52578.00 199609599326.82 157892814717.14 26369474485.56 
52579.00 199609641674.97 157892820938.88 26369474485.83 
52580.00 199609684020.00 157892827159.46 26369474486.10 
52581.00 199609726361.91 157892833378.87 26369474486.37 
52582.00 199609768700.71 157892839597.11 26369474486.64 
52583.00 199609811036.40 157892845814.19 26369474486.91 
52584.00 199609853368.97 157892852030.10 26369474487.17 
52585.00 199609895698.42 157892858244.84 26369474487.44 
52586.00 199609938024.76 157892864458.41 26369474487.71 
52587.00 199609980347.99 157892870670.82 26369474487.98 
52588.00 199610022668.10 157892876882.06 26369474488.25 
52589.00 199610064985.10 157892883092.13 26369474488.52 
52590.00 199610107298.98 157892889301.04 26369474488.79 
52591.00 199610149609.76 157892895508.78 26369474489.06 
52592.00 199610191917.42 157892901715.36 26369474489.33 
52593.00 199610234221.96 157892907920.77 26369474489.60 
52594.00 199610276523.40 157892914125.01 26369474489.87 
52595.00 199610318821.72 157892920328.09 26369474490.14 
52596.00 199610361116.94 157892926530.01 26369474490.41 
52597.00 199610403409.04 157892932730.76 26369474490.67 
52598.00 199610445698.03 157892938930.35 26369474490.94 
52599.00 199610487983.91 157892945128.77 26369474491.21 
52600.00 199610530266.69 157892951326.03 26369474491.48 
52601.00 199610572546.35 157892957522.13 26369474491.75 
52602.00 199610614822.90 157892963717.06 26369474492.02 
52603.00 199610657096.35 157892969910.83 26369474492.29 
52604.00 199610699366.68 157892976103.43 26369474492.56 
52605.00 199610741633.91 157892982294.88 26369474492.82 
52606.00 199610783898.03 157892988485.16 26369474493.09 
52607.00 199610826159.04 157892994674.28 26369474493.36 
52608.00 199610868416.95 157893000862.23 26369474493.63 
52609.00 199610910671.75 157893007049.03 26369474493.90 
52610.00 199610952923.44 157893013234.66 26369474494.17 
52611.00 199610995172.03 157893019419.13 26369474494.43 
52612.00 199611037417.51 157893025602.44 26369474494.70 
52613.00 199611079659.89 157893031784.59 26369474494.97 
52614.00 199611121899.16 157893037965.58 26369474495.24 
52615.00 199611164135.32 157893044145.41 26369474495.51 
52616.00 199611206368.39 157893050324.08 26369474495.77 
52617.00 199611248598.34 157893056501.59 26369474496.04 
52618.00 199611290825.20 157893062677.93 26369474496.31 
52619.00 199611333048.95 157893068853.12 26369474496.58 
52620.00 199611375269.60 157893075027.15 26369474496.84 
52621.00 199611417487.14 157893081200.02 26369474497.11 
52622.00 199611459701.58 157893087371.73 26369474497.38 
52623.00 199611501912.92 157893093542.28 26369474497.65 
52624.00 199611544121.16 157893099711.67 26369474497.92 
52625.00 199611586326.30 157893105879.91 26369474498.18 
52626.00 199611628528.34 157893112046.98 26369474498.45 
52627.00 199611670727.27 157893118212.90 26369474498.72 
52628.00 199611712923.11 157893124377.66 26369474498.98 
52629.00 199611755115.85 157893130541.26 26369474499.25 
52630.00 199611797305.48 157893136703.71 26369474499.52 
52631.00 199611839492.02 157893142865.00 26369474499.79 
52632.00 199611881675.46 157893149025.13 26369474500.05 
52633.00 199611923855.80 157893155184.11 26369474500.32 
52634.00 199611966033.04 157893161341.92 26369474500.59 
52635.00 199612008207.18 157893167498.59 26369474500.85 
52636.00 199612050378.23 157893173654.09 26369474501.12 
52637.00 199612092546.18 157893179808.44 26369474501.39 
52638.00 199612134711.03 157893185961.64 26369474501.65 
52639.00 199612176872.78 157893192113.68 26369474501.92 
52640.00 199612219031.44 157893198264.56 26369474502.19 
52641.00 199612261187.00 157893204414.29 26369474502.45 
52642.00 199612303339.47 157893210562.87 26369474502.72 
52643.00 199612345488.84 157893216710.29 26369474502.99 
52644.00 199612387635.12 157893222856.55 26369474503.25 
52645.00 199612429778.30 157893229001.66 26369474503.52 
52646.00 199612471918.39 157893235145.62 26369474503.79 
52647.00 199612514055.39 157893241288.43 26369474504.05 
52648.00 199612556189.29 157893247430.08 26369474504.32 
52649.00 199612598320.09 157893253570.58 26369474504.59 
52650.00 199612640447.81 157893259709.92 26369474504.85 
52651.00 199612682572.43 157893265848.11 26369474505.12 
52652.00 199612724693.96 157893271985.15 26369474505.38 
52653.00 199612766812.40 157893278121.04 26369474505.65 
52654.00 199612808927.75 157893284255.78 26369474505.92 
52655.00 199612851040.00 157893290389.36 26369474506.18 
52656.00 199612893149.17 157893296521.79 26369474506.45 
52657.00 199612935255.24 157893302653.07 26369474506.71 
52658.00 199612977358.23 157893308783.20 26369474506.98 
52659.00 199613019458.12 157893314912.18 26369474507.24 
52660.00 199613061554.92 157893321040.01 26369474507.51 
52661.00 199613103648.64 157893327166.68 26369474507.78 
52662.00 199613145739.27 157893333292.21 26369474508.04 
52663.00 199613187826.80 157893339416.59 26369474508.31 
52664.00 199613229911.25 157893345539.81 26369474508.57 
52665.00 199613271992.62 157893351661.89 26369474508.84 
52666.00 199613314070.89 157893357782.81 26369474509.10 
52667.00 199613356146.08 157893363902.59 26369474509.37 
52668.00 199613398218.18 157893370021.22 26369474509.63 
52669.00 199613440287.19 157893376138.70 26369474509.90 
52670.00 199613482353.12 157893382255.03 26369474510.16 
52671.00 199613524415.96 157893388370.21 26369474510.43 
52672.00 199613566475.72 157893394484.25 26369474510.69 
52673.00 199613608532.39 157893400597.14 26369474510.96 
52674.00 199613650585.98 157893406708.87 26369474511.22 
52675.00 199613692636.48 157893412819.46 26369474511.49 
52676.00 199613734683.90 157893418928.91 26369474511.75 
52677.00 199613776728.24 157893425037.21 26369474512.02 
52678.00 199613818769.49 157893431144.35 26369474512.28 
52679.00 199613860807.65 157893437250.36 26369474512.55 
52680.00 199613902842.74 157893443355.21 26369474512.81 
52681.00 199613944874.74 157893449458.92 26369474513.08 
52682.00 199613986903.66 157893455561.49 26369474513.34 
52683.00 199614028929.50 157893461662.91 26369474513.61 
52684.00 199614070952.26 157893467763.18 26369474513.87 
52685.00 199614112971.94 157893473862.31 26369474514.13 
52686.00 199614154988.53 157893479960.29 26369474514.40 
52687.00 199614197002.05 157893486057.13 26369474514.66 
52688.00 199614239012.48 157893492152.82 26369474514.93 
52689.00 199614281019.84 157893498247.37 26369474515.19 
52690.00 199614323024.11 157893504340.77 26369474515.46 
52691.00 199614365025.31 157893510433.03 26369474515.72 
52692.00 199614407023.43 157893516524.14 26369474515.98 
52693.00 199614449018.47 157893522614.11 26369474516.25 
52694.00 199614491010.43 157893528702.94 26369474516.51 
52695.00 199614532999.31 157893534790.63 26369474516.77 
52696.00 199614574985.12 157893540877.17 26369474517.04 
52697.00 199614616967.85 157893546962.57 26369474517.30 
52698.00 199614658947.50 157893553046.83 26369474517.57 
52699.00 199614700924.08 157893559129.94 26369474517.83 
52700.00 199614742897.58 157893565211.91 26369474518.09 
52701.00 199614784868.00 157893571292.74 26369474518.36 
52702.00 199614826835.35 157893577372.43 26369474518.62 
52703.00 199614868799.62 157893583450.97 26369474518.88 
52704.00 199614910760.82 157893589528.38 26369474519.15 
52705.00 199614952718.95 157893595604.64 26369474519.41 
52706.00 199614994674.00 157893601679.77 26369474519.67 
52707.00 199615036625.97 157893607753.75 26369474519.94 
52708.00 199615078574.88 157893613826.59 26369474520.20 
52709.00 199615120520.71 157893619898.29 26369474520.46 
52710.00 199615162463.46 157893625968.85 26369474520.73 
52711.00 199615204403.15 157893632038.28 26369474520.99 
52712.00 199615246339.76 157893638106.56 26369474521.25 
52713.00 199615288273.30 157893644173.70 26369474521.52 
52714.00 199615330203.77 157893650239.70 26369474521.78 
52715.00 199615372131.17 157893656304.57 26369474522.04 
52716.00 199615414055.50 157893662368.29 26369474522.30 
52717.00 199615455976.76 157893668430.88 26369474522.57 
52718.00 199615497894.94 157893674492.33 26369474522.83 
52719.00 199615539810.06 157893680552.64 26369474523.09 
52720.00 199615581722.11 157893686611.81 26369474523.35 
52721.00 199615623631.09 157893692669.85 26369474523.62 
52722.00 199615665537.00 157893698726.75 26369474523.88 
52723.00 199615707439.84 157893704782.51 26369474524.14 
52724.00 199615749339.62 157893710837.13 26369474524.40 
52725.00 199615791236.32 157893716890.62 26369474524.67 
52726.00 199615833129.96 157893722942.97 26369474524.93 
52727.00 199615875020.53 157893728994.18 26369474525.19 
52728.00 199615916908.04 157893735044.26 26369474525.45 
52729.00 199615958792.48 157893741093.20 26369474525.71 
52730.00 199616000673.85 157893747141.00 26369474525.98 
52731.00 199616042552.16 157893753187.67 26369474526.24 
52732.00 199616084427.40 157893759233.21 26369474526.50 
52733.00 199616126299.58 157893765277.61 26369474526.76 
52734.00 199616168168.69 157893771320.87 26369474527.02 
52735.00 199616210034.73 157893777363.00 26369474527.29 
52736.00 199616251897.72 157893783404.00 26369474527.55 
52737.00 199616293757.64 157893789443.86 26369474527.81 
52738.00 199616335614.49 157893795482.58 26369474528.07 
52739.00 199616377468.29 157893801520.18 26369474528.33 
52740.00 199616419319.02 157893807556.64 26369474528.59 
52741.00 199616461166.68 157893813591.96 26369474528.86 
52742.00 199616503011.29 157893819626.15 26369474529.12 
52743.00 199616544852.83 157893825659.21 26369474529.38 
52744.00 199616586691.32 157893831691.14 26369474529.64 
52745.00 199616628526.74 157893837721.94 26369474529.90 
52746.00 199616670359.10 157893843751.60 26369474530.16 
52747.00 199616712188.40 157893849780.13 26369474530.42 
52748.00 199616754014.64 157893855807.52 26369474530.68 
52749.00 199616795837.82 157893861833.79 26369474530.95 
52750.00 199616837657.94 157893867858.93 26369474531.21 
52751.00 199616879475.00 157893873882.93 26369474531.47 
52752.00 199616921289.01 157893879905.80 26369474531.73 
52753.00 199616963099.95 157893885927.54 26369474531.99 
52754.00 199617004907.84 157893891948.15 26369474532.25 
52755.00 199617046712.67 157893897967.63 26369474532.51 
52756.00 199617088514.44 157893903985.98 26369474532.77 
52757.00 199617130313.15 157893910003.20 26369474533.03 
52758.00 199617172108.81 157893916019.29 26369474533.29 
52759.00 199617213901.41 157893922034.25 26369474533.55 
52760.00 199617255690.96 157893928048.08 26369474533.81 
52761.00 199617297477.45 157893934060.78 26369474534.07 
52762.00 199617339260.88 157893940072.36 26369474534.33 
52763.00 199617381041.26 157893946082.80 26369474534.60 
52764.00 199617422818.58 157893952092.12 26369474534.86 
52765.00 199617464592.85 157893958100.30 26369474535.12 
52766.00 199617506364.07 157893964107.36 26369474535.38 
52767.00 199617548132.23 157893970113.29 26369474535.64 
52768.00 199617589897.34 157893976118.10 26369474535.90 
52769.00 199617631659.39 157893982121.77 26369474536.16 
52770.00 199617673418.40 157893988124.32 26369474536.42 
52771.00 199617715174.35 157893994125.74 26369474536.68 
52772.00 199617756927.25 157894000126.04 26369474536.94 
52773.00 199617798677.09 157894006125.21 26369474537.20 
52774.00 199617840423.89 157894012123.25 26369474537.46 
52775.00 199617882167.63 157894018120.16 26369474537.72 
52776.00 199617923908.32 157894024115.95 26369474537.98 
52777.00 199617965645.96 157894030110.62 26369474538.24 
52778.00 199618007380.56 157894036104.15 26369474538.49 
52779.00 199618049112.10 157894042096.57 26369474538.75 
52780.00 199618090840.59 157894048087.85 26369474539.01 
52781.00 199618132566.03 157894054078.02 26369474539.27 
52782.00 199618174288.43 157894060067.05 26369474539.53 
52783.00 199618216007.78 157894066054.97 26369474539.79 
52784.00 199618257724.07 157894072041.76 26369474540.05 
52785.00 199618299437.32 157894078027.42 26369474540.31 
52786.00 199618341147.53 157894084011.96 26369474540.57 
52787.00 199618382854.68 157894089995.38 26369474540.83 
52788.00 199618424558.79 157894095977.67 26369474541.09 
52789.00 199618466259.85 157894101958.84 26369474541.35 
52790.00 199618507957.87 157894107938.89 26369474541.61 
52791.00 199618549652.84 157894113917.81 26369474541.86 
52792.00 199618591344.76 157894119895.62 26369474542.12 
52793.00 199618633033.64 157894125872.30 26369474542.38 
52794.00 199618674719.48 157894131847.85 26369474542.64 
52795.00 199618716402.27 157894137822.29 26369474542.90 
52796.00 199618758082.01 157894143795.60 26369474543.16 
52797.00 199618799758.72 157894149767.79 26369474543.42 
52798.00 199618841432.38 157894155738.86 26369474543.68 
52799.00 199618883102.99 157894161708.81 26369474543.93 
52800.00 199618924770.56 157894167677.64 26369474544.19 
52801.00 199618966435.09 157894173645.35 26369474544.45 
52802.00 199619008096.58 157894179611.94 26369474544.71 
52803.00 199619049755.03 157894185577.40 26369474544.97 
52804.00 199619091410.43 157894191541.75 26369474545.23 
52805.00 199619133062.79 157894197504.98 26369474545.48 
52806.00 199619174712.12 157894203467.08 26369474545.74 
52807.00 199619216358.40 157894209428.07 26369474546.00 
52808.00 199619258001.64 157894215387.94 26369474546.26 
52809.00 199619299641.84 157894221346.69 26369474546.52 
52810.00 199619341279.00 157894227304.32 26369474546.78 
52811.00 199619382913.13 157894233260.83 26369474547.03 
52812.00 199619424544.21 157894239216.22 26369474547.29 
52813.00 199619466172.25 157894245170.50 26369474547.55 
52814.00 199619507797.26 157894251123.66 26369474547.81 
52815.00 199619549419.23 157894257075.70 26369474548.06 
52816.00 199619591038.16 157894263026.62 26369474548.32 
52817.00 199619632654.06 157894268976.42 26369474548.58 
52818.00 199619674266.91 157894274925.11 26369474548.84 
52819.00 199619715876.73 157894280872.68 26369474549.10 
52820.00 199619757483.52 157894286819.13 26369474549.35 
52821.00 199619799087.27 157894292764.47 26369474549.61 
52822.00 199619840687.98 157894298708.69 26369474549.87 
52823.00 199619882285.65 157894304651.79 26369474550.12 
52824.00 199619923880.30 157894310593.78 26369474550.38 
52825.00 199619965471.90 157894316534.66 26369474550.64 
52826.00 199620007060.48 157894322474.41 26369474550.90 
52827.00 199620048646.02 157894328413.06 26369474551.15 
52828.00 199620090228.52 157894334350.58 26369474551.41 
52829.00 199620131808.00 157894340286.99 26369474551.67 
52830.00 199620173384.43 157894346222.29 26369474551.92 
52831.00 199620214957.84 157894352156.47 26369474552.18 
52832.00 199620256528.22 157894358089.54 26369474552.44 
52833.00 199620298095.56 157894364021.50 26369474552.70 
52834.00 199620339659.87 157894369952.34 26369474552.95 
52835.00 199620381221.15 157894375882.07 26369474553.21 
52836.00 199620422779.40 157894381810.68 26369474553.47 
52837.00 199620464334.61 157894387738.18 26369474553.72 
52838.00 199620505886.80 157894393664.57 26369474553.98 
52839.00 199620547435.96 157894399589.84 26369474554.24 
52840.00 199620588982.08 157894405514.01 26369474554.49 
52841.00 199620630525.18 157894411437.06 26369474554.75 
52842.00 199620672065.25 157894417358.99 26369474555.00 
52843.00 199620713602.29 157894423279.82 26369474555.26 
52844.00 199620755136.30 157894429199.54 26369474555.52 
